,epoch,train/eval,batch_size,loss,acc,correct
0,0,train,32,166.06459045410156,0.0,0
0,0,train,32,166.0400848388672,0.0,0
0,0,train,32,169.40782165527344,0.0,0
0,0,train,32,170.37774658203125,0.0,0
0,0,train,32,169.34671020507812,3.125,1
0,0,train,32,171.24160766601562,3.125,1
0,0,train,32,168.8058624267578,0.0,0
0,0,train,32,168.7032012939453,0.0,0
0,0,train,32,170.20370483398438,0.0,0
0,0,train,32,170.00799560546875,3.125,1
0,0,train,32,173.63758850097656,0.0,0
0,0,train,32,177.46304321289062,0.0,0
0,0,train,32,174.42037963867188,0.0,0
0,0,train,32,174.43618774414062,0.0,0
0,0,train,32,169.8069305419922,0.0,0
0,0,train,32,169.600341796875,0.0,0
0,0,train,32,181.0443115234375,0.0,0
0,0,train,32,170.5522918701172,6.25,2
0,0,train,32,164.0442657470703,3.125,1
0,0,train,32,179.2871551513672,0.0,0
0,0,train,32,179.474365234375,0.0,0
0,0,train,32,167.03887939453125,3.125,1
0,0,train,32,187.40037536621094,0.0,0
0,0,train,32,182.77268981933594,0.0,0
0,0,train,32,173.3687744140625,0.0,0
0,0,train,32,173.24278259277344,0.0,0
0,0,train,32,176.65162658691406,3.125,1
0,0,train,32,176.9888916015625,0.0,0
0,0,train,32,176.7587127685547,3.125,1
0,0,train,32,167.24317932128906,3.125,1
0,0,train,32,184.92355346679688,0.0,0
0,0,train,32,173.07823181152344,0.0,0
0,0,train,32,171.96713256835938,0.0,0
0,0,train,32,173.35691833496094,0.0,0
0,0,train,32,178.492431640625,0.0,0
0,0,train,32,168.87901306152344,6.25,2
0,0,train,32,176.77122497558594,3.125,1
0,0,train,32,173.38192749023438,3.125,1
0,0,train,32,166.93263244628906,0.0,0
0,0,train,32,170.33950805664062,0.0,0
0,0,train,32,165.52386474609375,3.125,1
0,0,train,32,176.1373748779297,0.0,0
0,0,train,32,173.5658721923828,3.125,1
0,0,train,32,172.84371948242188,3.125,1
0,0,train,32,168.7845916748047,0.0,0
0,0,train,32,172.2749786376953,0.0,0
0,0,train,32,172.758544921875,3.125,1
0,0,train,32,170.86041259765625,0.0,0
0,0,train,32,174.15509033203125,3.125,1
0,0,train,32,172.52374267578125,0.0,0
0,0,train,32,169.82470703125,3.125,1
0,0,train,32,167.2230987548828,0.0,0
0,0,train,32,170.22381591796875,0.0,0
0,0,train,32,163.5852508544922,3.125,1
0,0,train,32,170.228759765625,3.125,1
0,0,train,32,177.6124267578125,0.0,0
0,0,train,32,172.07180786132812,0.0,0
0,0,train,32,175.44407653808594,3.125,1
0,0,train,32,171.03485107421875,0.0,0
0,0,train,32,164.546630859375,3.125,1
0,0,train,32,170.49696350097656,0.0,0
0,0,train,32,167.05960083007812,9.375,3
0,0,train,32,169.03826904296875,0.0,0
0,0,train,32,172.9897003173828,0.0,0
0,0,train,32,163.56256103515625,3.125,1
0,0,train,32,170.3780975341797,0.0,0
0,0,train,32,165.98304748535156,6.25,2
0,0,train,32,172.29421997070312,0.0,0
0,0,train,32,166.34115600585938,6.25,2
0,0,train,32,167.03936767578125,0.0,0
0,0,train,32,167.85780334472656,3.125,1
0,0,train,32,166.60873413085938,0.0,0
0,0,train,32,163.04742431640625,0.0,0
0,0,train,32,166.1865997314453,6.25,2
0,0,train,32,167.9845428466797,3.125,1
0,0,train,32,165.34774780273438,6.25,2
0,0,train,32,162.51271057128906,6.25,2
0,0,train,32,168.89419555664062,0.0,0
0,0,train,32,171.0312042236328,3.125,1
0,0,train,32,167.96340942382812,3.125,1
0,0,train,32,167.7460174560547,3.125,1
0,0,train,32,163.95350646972656,6.25,2
0,0,train,32,165.07318115234375,0.0,0
0,0,train,32,166.2511444091797,0.0,0
0,0,train,32,163.54025268554688,6.25,2
0,0,train,32,159.85914611816406,9.375,3
0,0,train,32,160.3125,3.125,1
0,0,train,32,168.64682006835938,3.125,1
0,0,train,32,167.00894165039062,0.0,0
0,0,train,32,165.89730834960938,3.125,1
0,0,train,32,171.74166870117188,3.125,1
0,0,train,32,159.62034606933594,3.125,1
0,0,train,32,157.4910125732422,9.375,3
0,0,train,32,163.40835571289062,6.25,2
0,0,train,32,163.89981079101562,3.125,1
0,0,train,32,160.8328094482422,3.125,1
0,0,train,32,170.58084106445312,0.0,0
0,0,train,32,164.03271484375,0.0,0
0,0,train,32,162.43170166015625,0.0,0
0,0,train,32,162.11456298828125,0.0,0
0,0,train,32,164.39599609375,6.25,2
0,0,train,32,160.92562866210938,0.0,0
0,0,train,32,155.27720642089844,3.125,1
0,0,train,32,160.32498168945312,0.0,0
0,0,train,32,162.3526611328125,0.0,0
0,0,train,32,164.96200561523438,3.125,1
0,0,train,32,162.77999877929688,0.0,0
0,0,train,32,163.3456573486328,0.0,0
0,0,train,32,165.15232849121094,3.125,1
0,0,train,32,159.7519989013672,3.125,1
0,0,train,32,168.84217834472656,3.125,1
0,0,train,32,159.76571655273438,0.0,0
0,0,train,32,160.73973083496094,6.25,2
0,0,train,32,168.7288818359375,6.25,2
0,0,train,32,165.64939880371094,6.25,2
0,0,train,32,163.49777221679688,3.125,1
0,0,train,32,166.75485229492188,0.0,0
0,0,train,32,157.28851318359375,3.125,1
0,0,train,32,161.27432250976562,3.125,1
0,0,train,32,164.0556640625,6.25,2
0,0,train,32,156.78396606445312,0.0,0
0,0,train,32,160.45631408691406,6.25,2
0,0,train,32,159.26507568359375,3.125,1
0,0,train,32,163.406982421875,0.0,0
0,0,train,32,161.4866485595703,0.0,0
0,0,train,32,157.73538208007812,0.0,0
0,0,train,32,161.8202362060547,3.125,1
0,0,train,32,163.53536987304688,3.125,1
0,0,train,32,167.01416015625,3.125,1
0,0,train,32,156.16427612304688,6.25,2
0,0,train,32,150.4383544921875,15.625,5
0,0,train,32,159.26358032226562,3.125,1
0,0,train,32,158.24896240234375,9.375,3
0,0,train,32,158.9098358154297,6.25,2
0,0,train,32,156.6027069091797,6.25,2
0,0,train,32,152.4336700439453,3.125,1
0,0,train,32,155.7915496826172,9.375,3
0,0,train,32,156.8736114501953,3.125,1
0,0,train,32,155.53665161132812,3.125,1
0,0,train,32,162.51641845703125,3.125,1
0,0,train,32,161.5455322265625,3.125,1
0,0,train,32,163.1025848388672,0.0,0
0,0,train,32,162.67080688476562,3.125,1
0,0,train,32,158.44808959960938,6.25,2
0,0,train,32,158.7728271484375,6.25,2
0,0,train,32,158.7600555419922,9.375,3
0,0,train,32,163.92286682128906,3.125,1
0,0,train,32,155.05442810058594,6.25,2
0,0,train,32,160.66563415527344,3.125,1
0,0,train,32,158.44204711914062,6.25,2
0,0,train,32,162.23773193359375,0.0,0
0,0,train,32,161.4813232421875,3.125,1
0,0,train,32,155.69998168945312,6.25,2
0,0,train,32,162.37454223632812,3.125,1
0,0,train,32,160.14915466308594,3.125,1
0,0,train,32,160.71580505371094,3.125,1
0,0,train,32,153.05787658691406,9.375,3
0,0,train,32,154.83921813964844,15.625,5
0,0,train,32,152.64764404296875,6.25,2
0,0,train,32,157.09539794921875,6.25,2
0,0,train,32,163.09547424316406,6.25,2
0,0,train,32,154.46754455566406,9.375,3
0,0,train,32,167.8084716796875,0.0,0
0,0,train,32,157.5820770263672,3.125,1
0,0,train,32,154.67921447753906,0.0,0
0,0,train,32,160.9010772705078,3.125,1
0,0,train,32,163.0277099609375,3.125,1
0,0,train,32,149.3395538330078,15.625,5
0,0,train,32,154.4747314453125,9.375,3
0,0,train,32,152.9024658203125,12.5,4
0,0,train,32,154.4871368408203,0.0,0
0,0,train,32,156.6890106201172,6.25,2
