,epoch,train/eval,batch_size,loss,acc
0,0,train,32,5.274531841278076,3.125
0,0,train,32,5.274735450744629,0.0
0,0,train,32,5.274542808532715,0.0
0,0,train,32,5.277082443237305,3.125
0,0,train,32,5.2655110359191895,6.25
0,0,train,32,5.276371002197266,0.0
0,0,train,32,5.275420188903809,3.125
0,0,train,32,5.273326873779297,3.125
0,0,train,32,5.276243209838867,3.125
0,0,train,32,5.278470039367676,0.0
0,0,train,32,5.272530555725098,0.0
0,0,train,32,5.273946285247803,0.0
0,0,train,32,5.274599075317383,3.125
0,0,train,32,5.276619911193848,6.25
0,0,train,32,5.273553371429443,3.125
0,0,train,32,5.2766432762146,0.0
0,0,train,32,5.276952266693115,0.0
0,0,train,32,5.275845527648926,0.0
0,0,train,32,5.275993347167969,3.125
0,0,train,32,5.276329040527344,0.0
0,0,train,32,5.276823997497559,0.0
0,0,train,32,5.273952007293701,6.25
0,0,train,32,5.273941516876221,9.375
0,0,train,32,5.275806427001953,0.0
0,0,train,32,5.273475646972656,6.25
0,0,train,32,5.2775163650512695,3.125
0,0,train,32,5.276144027709961,0.0
0,0,train,32,5.27195930480957,6.25
0,0,train,32,5.276235580444336,0.0
0,0,train,32,5.2720537185668945,6.25
0,0,train,32,5.269430160522461,12.5
0,0,train,32,5.277144908905029,3.125
0,0,train,32,5.274865627288818,3.125
0,0,train,32,5.2744059562683105,3.125
0,0,train,32,5.273056983947754,3.125
0,0,train,32,5.275151252746582,0.0
0,0,train,32,5.276332378387451,3.125
0,0,train,32,5.275075912475586,3.125
0,0,train,32,5.2760210037231445,0.0
0,0,train,32,5.273012638092041,3.125
0,0,train,32,5.272747993469238,3.125
0,0,train,32,5.261712551116943,9.375
0,0,train,32,5.274792194366455,6.25
0,0,train,32,5.273197174072266,3.125
0,0,train,32,5.277519226074219,0.0
0,0,train,32,5.273621559143066,0.0
0,0,train,32,5.27516508102417,3.125
0,0,train,32,5.276719093322754,0.0
0,0,train,32,5.27401065826416,3.125
0,0,train,32,5.27420711517334,6.25
0,0,train,32,5.265787124633789,6.25
0,0,train,32,5.269686222076416,3.125
0,0,train,32,5.265107154846191,6.25
0,0,train,32,5.272233963012695,3.125
0,0,train,32,5.273144721984863,3.125
0,0,train,32,5.272182464599609,3.125
0,0,train,32,5.274147033691406,3.125
0,0,train,32,5.271320343017578,3.125
0,0,train,32,5.273809432983398,3.125
0,0,train,32,5.277470588684082,3.125
0,0,train,32,5.272041320800781,3.125
0,0,train,32,5.274628639221191,3.125
0,0,train,32,5.273082733154297,0.0
0,0,train,32,5.272490978240967,3.125
0,0,train,32,5.263689041137695,6.25
0,0,train,32,5.2749738693237305,0.0
0,0,train,32,5.274114608764648,3.125
0,0,train,32,5.266057968139648,3.125
0,0,train,32,5.261832237243652,9.375
0,0,train,32,5.276994228363037,3.125
0,0,train,32,5.274776935577393,0.0
0,0,train,32,5.27421760559082,0.0
0,0,train,32,5.267731189727783,3.125
0,0,train,32,5.274362087249756,0.0
0,0,train,32,5.2719831466674805,6.25
0,0,train,32,5.267154693603516,6.25
0,0,train,32,5.265170097351074,9.375
0,0,train,32,5.2617902755737305,6.25
0,0,train,32,5.27604866027832,3.125
0,0,train,32,5.26908016204834,6.25
0,0,train,32,5.270695686340332,3.125
0,0,train,32,5.272658348083496,0.0
0,0,train,32,5.272636413574219,3.125
0,0,train,32,5.255739688873291,3.125
0,0,train,32,5.267330646514893,3.125
0,0,train,32,5.261928558349609,3.125
0,0,train,32,5.272205352783203,6.25
0,0,train,32,5.268941879272461,6.25
0,0,train,32,5.277291297912598,0.0
0,0,train,32,5.266721248626709,3.125
0,0,train,32,5.277281761169434,0.0
0,0,train,32,5.274785995483398,0.0
0,0,train,32,5.275132656097412,0.0
0,0,train,32,5.257214069366455,6.25
0,0,train,32,5.257205486297607,6.25
0,0,train,32,5.259439945220947,6.25
0,0,train,32,5.267181873321533,6.25
0,0,train,32,5.267790794372559,3.125
0,0,train,32,5.262613296508789,6.25
0,0,train,32,5.266574382781982,6.25
0,0,train,32,5.274420738220215,0.0
0,0,train,32,5.2520647048950195,6.25
0,0,train,32,5.255257606506348,6.25
0,0,train,32,5.273292541503906,0.0
0,0,train,32,5.259156703948975,6.25
0,0,train,32,5.258707046508789,3.125
0,0,train,32,5.2401018142700195,9.375
0,0,train,32,5.278316020965576,0.0
0,0,train,32,5.2762556076049805,0.0
0,0,train,32,5.252203941345215,3.125
0,0,train,32,5.260909080505371,3.125
0,0,train,32,5.275371551513672,0.0
0,0,train,32,5.252414703369141,3.125
0,0,train,32,5.256801605224609,6.25
0,0,train,32,5.249462604522705,6.25
0,0,train,32,5.271003723144531,3.125
0,0,train,32,5.276493549346924,0.0
0,0,train,32,5.274406433105469,0.0
0,0,train,32,5.275108337402344,0.0
0,0,train,32,5.276871681213379,3.125
0,0,train,32,5.264408588409424,0.0
0,0,train,32,5.278769493103027,0.0
0,0,train,32,5.272469520568848,0.0
0,0,train,32,5.279542446136475,0.0
0,0,train,32,5.254768371582031,3.125
0,0,train,32,5.254277229309082,3.125
0,0,train,32,5.263374328613281,3.125
0,0,train,5,5.2726593017578125,0.0
0,0,val,32,5.277153015136719,0.0
0,0,val,32,5.273427486419678,0.0
0,0,val,32,5.272103786468506,3.125
0,0,val,32,5.260887622833252,6.25
0,0,val,32,5.271753787994385,3.125
0,0,val,32,5.2654595375061035,6.25
0,0,val,32,5.270806312561035,3.125
0,0,val,32,5.272562026977539,0.0
0,0,val,32,5.271656036376953,3.125
0,0,val,32,5.273794174194336,0.0
0,0,val,32,5.2718610763549805,0.0
0,0,val,32,5.250046730041504,12.5
0,0,val,32,5.246086120605469,9.375
0,0,val,32,5.275990962982178,0.0
0,0,val,32,5.2735748291015625,6.25
0,0,val,32,5.260664939880371,3.125
0,0,val,32,5.275984764099121,0.0
0,0,val,32,5.250023365020752,9.375
0,0,val,32,5.263967514038086,3.125
0,0,val,32,5.2700934410095215,6.25
0,0,val,32,5.270928859710693,3.125
0,0,val,32,5.274550437927246,0.0
0,0,val,32,5.266501426696777,3.125
0,0,val,32,5.2767510414123535,0.0
0,0,val,32,5.267393589019775,6.25
0,0,val,32,5.260725975036621,3.125
0,0,val,32,5.266177654266357,3.125
0,0,val,32,5.274594306945801,0.0
0,0,val,32,5.243999481201172,3.125
0,0,val,32,5.270038604736328,3.125
0,0,val,32,5.274862289428711,0.0
0,0,val,32,5.2759528160095215,0.0
0,0,val,32,5.2773027420043945,0.0
0,0,val,32,5.274417877197266,0.0
0,0,val,32,5.259108543395996,9.375
0,0,val,32,5.263118267059326,6.25
0,0,val,32,5.247208595275879,3.125
0,0,val,32,5.2662835121154785,6.25
0,0,val,32,5.2386698722839355,9.375
0,0,val,32,5.262005805969238,6.25
0,0,val,32,5.256181240081787,3.125
0,0,val,32,5.24338436126709,3.125
0,0,val,32,5.2752485275268555,0.0
0,0,val,32,5.261775970458984,3.125
0,0,val,32,5.267269134521484,3.125
0,0,val,32,5.2657318115234375,6.25
0,0,val,32,5.248472690582275,3.125
0,0,val,32,5.275347709655762,0.0
0,0,val,32,5.257053375244141,6.25
0,0,val,32,5.269209861755371,3.125
0,0,val,25,5.275970935821533,0.0
0,1,train,32,5.265073776245117,6.25
0,1,train,32,5.227145195007324,6.25
0,1,train,32,5.191583633422852,25.0
0,1,train,32,5.219736099243164,15.625
0,1,train,32,5.26558780670166,0.0
0,1,train,32,5.2487711906433105,6.25
0,1,train,32,5.230296611785889,15.625
0,1,train,32,5.249585151672363,12.5
0,1,train,32,5.263557434082031,6.25
0,1,train,32,5.201318740844727,12.5
0,1,train,32,5.242668151855469,15.625
0,1,train,32,5.252617835998535,9.375
0,1,train,32,5.201231956481934,12.5
0,1,train,32,5.247618198394775,3.125
0,1,train,32,5.234013080596924,12.5
0,1,train,32,5.248830795288086,6.25
0,1,train,32,5.239439010620117,6.25
0,1,train,32,5.225825309753418,9.375
0,1,train,32,5.2289958000183105,12.5
0,1,train,32,5.255587577819824,6.25
0,1,train,32,5.225214004516602,12.5
0,1,train,32,5.208120346069336,12.5
0,1,train,32,5.200302600860596,12.5
0,1,train,32,5.24259090423584,9.375
0,1,train,32,5.23638916015625,12.5
0,1,train,32,5.216522693634033,12.5
0,1,train,32,5.25881290435791,6.25
0,1,train,32,5.222654342651367,9.375
0,1,train,32,5.231775283813477,15.625
0,1,train,32,5.259735107421875,6.25
0,1,train,32,5.212002754211426,18.75
0,1,train,32,5.264068603515625,6.25
0,1,train,32,5.210456848144531,25.0
0,1,train,32,5.202465534210205,25.0
0,1,train,32,5.230586051940918,9.375
0,1,train,32,5.199951648712158,12.5
0,1,train,32,5.224531173706055,12.5
0,1,train,32,5.269131660461426,0.0
0,1,train,32,5.259122848510742,6.25
0,1,train,32,5.247360706329346,6.25
0,1,train,32,5.2468342781066895,15.625
0,1,train,32,5.219121932983398,18.75
0,1,train,32,5.213552474975586,12.5
0,1,train,32,5.265661239624023,6.25
0,1,train,32,5.259343147277832,3.125
0,1,train,32,5.251365661621094,9.375
0,1,train,32,5.234471797943115,9.375
0,1,train,32,5.200361251831055,18.75
0,1,train,32,5.210742950439453,12.5
0,1,train,32,5.227295875549316,15.625
0,1,train,32,5.20948600769043,12.5
0,1,train,32,5.26616096496582,0.0
0,1,train,32,5.198690414428711,12.5
0,1,train,32,5.223771572113037,12.5
0,1,train,32,5.250039100646973,3.125
0,1,train,32,5.223396301269531,6.25
0,1,train,32,5.1845598220825195,15.625
0,1,train,32,5.223114013671875,12.5
0,1,train,32,5.231082916259766,12.5
0,1,train,32,5.237813949584961,9.375
0,1,train,32,5.2017717361450195,12.5
0,1,train,32,5.196219444274902,15.625
0,1,train,32,5.23561954498291,6.25
0,1,train,32,5.246191024780273,3.125
0,1,train,32,5.1929731369018555,18.75
0,1,train,32,5.200728416442871,12.5
0,1,train,32,5.169395446777344,21.875
0,1,train,32,5.2302141189575195,6.25
0,1,train,32,5.221996784210205,9.375
0,1,train,32,5.1954474449157715,18.75
0,1,train,32,5.263343811035156,6.25
0,1,train,32,5.1948137283325195,15.625
0,1,train,32,5.173153877258301,21.875
0,1,train,32,5.216817855834961,12.5
0,1,train,32,5.238361358642578,6.25
0,1,train,32,5.259671688079834,3.125
0,1,train,32,5.234389305114746,6.25
0,1,train,32,5.1730756759643555,18.75
0,1,train,32,5.24946928024292,6.25
0,1,train,32,5.172247409820557,18.75
0,1,train,32,5.175047397613525,18.75
0,1,train,32,5.209749698638916,15.625
0,1,train,32,5.207477569580078,15.625
0,1,train,32,5.235372066497803,6.25
0,1,train,32,5.223776817321777,12.5
0,1,train,32,5.255200386047363,6.25
0,1,train,32,5.246243953704834,12.5
0,1,train,32,5.261971473693848,0.0
0,1,train,32,5.223094940185547,12.5
0,1,train,32,5.2021379470825195,9.375
0,1,train,32,5.2514448165893555,3.125
0,1,train,32,5.182936668395996,15.625
0,1,train,32,5.2357635498046875,9.375
0,1,train,32,5.222187042236328,9.375
0,1,train,32,5.208161354064941,15.625
0,1,train,32,5.209023475646973,15.625
0,1,train,32,5.224960803985596,12.5
0,1,train,32,5.23545503616333,9.375
0,1,train,32,5.227423191070557,9.375
0,1,train,32,5.224851131439209,12.5
0,1,train,32,5.194098472595215,12.5
0,1,train,32,5.246809959411621,6.25
0,1,train,32,5.215913772583008,18.75
0,1,train,32,5.242749214172363,15.625
0,1,train,32,5.196964740753174,18.75
0,1,train,32,5.234444618225098,12.5
0,1,train,32,5.2310590744018555,6.25
0,1,train,32,5.236994743347168,6.25
0,1,train,32,5.236187934875488,6.25
0,1,train,32,5.235497951507568,6.25
0,1,train,32,5.2387566566467285,12.5
0,1,train,32,5.21199893951416,9.375
0,1,train,32,5.2767767906188965,0.0
0,1,train,32,5.188480854034424,21.875
0,1,train,32,5.2612714767456055,0.0
0,1,train,32,5.257047653198242,9.375
0,1,train,32,5.229523658752441,6.25
0,1,train,32,5.237614154815674,6.25
0,1,train,32,5.261677265167236,3.125
0,1,train,32,5.206105709075928,12.5
0,1,train,32,5.215852737426758,9.375
0,1,train,32,5.219390869140625,12.5
0,1,train,32,5.197979927062988,12.5
0,1,train,32,5.165970325469971,15.625
0,1,train,32,5.270596027374268,0.0
0,1,train,32,5.253917694091797,6.25
0,1,train,32,5.248488903045654,6.25
0,1,train,32,5.228880882263184,9.375
0,1,train,32,5.219791889190674,18.75
0,1,train,32,5.217465400695801,9.375
0,1,train,32,5.17394495010376,15.625
0,1,train,32,5.220718860626221,12.5
0,1,train,32,5.155502796173096,21.875
0,1,train,32,5.231646537780762,12.5
0,1,train,32,5.240582466125488,6.25
0,1,train,32,5.248770236968994,12.5
0,1,train,32,5.181353569030762,15.625
0,1,train,32,5.221728324890137,15.625
0,1,train,32,5.2473835945129395,6.25
0,1,train,32,5.211634635925293,12.5
0,1,train,32,5.2585906982421875,3.125
0,1,train,32,5.183803558349609,15.625
0,1,train,32,5.191870212554932,15.625
0,1,train,32,5.229861736297607,9.375
0,1,train,32,5.2251081466674805,12.5
0,1,train,32,5.255195140838623,3.125
0,1,train,32,5.251667499542236,3.125
0,1,train,32,5.207099437713623,12.5
0,1,train,32,5.2088117599487305,15.625
0,1,train,32,5.2043304443359375,15.625
0,1,train,32,5.243316650390625,9.375
0,1,train,32,5.238593101501465,9.375
0,1,train,32,5.199536323547363,15.625
0,1,train,32,5.219075679779053,6.25
0,1,train,32,5.197809219360352,12.5
0,1,train,32,5.210932731628418,12.5
0,1,train,32,5.19196081161499,15.625
0,1,train,32,5.169069766998291,15.625
0,1,train,32,5.231878280639648,6.25
0,1,train,32,5.192131519317627,12.5
0,1,train,32,5.198398590087891,9.375
0,1,train,32,5.2001848220825195,9.375
0,1,train,32,5.2179765701293945,9.375
0,1,train,32,5.268509864807129,3.125
0,1,train,32,5.219280242919922,15.625
0,1,train,32,5.207686424255371,15.625
0,1,train,32,5.175690650939941,15.625
0,1,train,32,5.2538347244262695,6.25
0,1,train,32,5.239049911499023,6.25
0,1,train,32,5.27242374420166,3.125
0,1,train,32,5.19157600402832,18.75
0,1,train,32,5.233107566833496,9.375
0,1,train,32,5.141104221343994,18.75
0,1,train,32,5.205890655517578,9.375
0,1,train,32,5.177642822265625,15.625
0,1,train,32,5.217250823974609,9.375
0,1,train,32,5.228665351867676,9.375
0,1,train,32,5.228812217712402,9.375
0,1,train,32,5.251380920410156,9.375
0,1,train,32,5.180760860443115,18.75
0,1,train,32,5.20462703704834,9.375
0,1,train,32,5.199769020080566,15.625
0,1,train,32,5.228820323944092,9.375
0,1,train,32,5.2341203689575195,6.25
0,1,train,32,5.204344749450684,15.625
0,1,train,32,5.239294528961182,6.25
0,1,train,32,5.226528167724609,12.5
0,1,train,32,5.186853885650635,21.875
0,1,train,32,5.209021091461182,6.25
0,1,train,32,5.253739356994629,9.375
0,1,train,32,5.223751068115234,15.625
0,1,train,32,5.241503715515137,3.125
0,1,train,32,5.232279300689697,6.25
0,1,train,32,5.180081367492676,15.625
0,1,train,32,5.19725227355957,18.75
0,1,train,32,5.1954450607299805,15.625
0,1,train,32,5.1808390617370605,15.625
0,1,train,32,5.2367777824401855,12.5
0,1,train,32,5.218523025512695,9.375
0,1,train,32,5.174015998840332,15.625
0,1,train,32,5.17771053314209,15.625
0,1,train,32,5.260252952575684,3.125
0,1,train,32,5.234465599060059,6.25
0,1,train,5,5.253200054168701,0.0
0,1,val,32,5.266087532043457,3.125
0,1,val,32,5.26907205581665,3.125
0,1,val,32,5.245221138000488,9.375
0,1,val,32,5.243624210357666,3.125
0,1,val,32,5.256075859069824,3.125
0,1,val,32,5.269123077392578,3.125
0,1,val,32,5.255209922790527,3.125
0,1,val,32,5.264505386352539,3.125
0,1,val,32,5.241893291473389,3.125
0,1,val,32,5.2551116943359375,9.375
0,1,val,32,5.258012294769287,3.125
0,1,val,32,5.204270362854004,18.75
0,1,val,32,5.210698127746582,15.625
0,1,val,32,5.259599685668945,6.25
0,1,val,32,5.266246795654297,6.25
0,1,val,32,5.252031326293945,3.125
0,1,val,32,5.2699174880981445,3.125
0,1,val,32,5.2206878662109375,12.5
0,1,val,32,5.243399620056152,3.125
0,1,val,32,5.231804847717285,9.375
0,1,val,32,5.2362823486328125,9.375
0,1,val,32,5.2635650634765625,6.25
0,1,val,32,5.245567321777344,9.375
0,1,val,32,5.2739715576171875,0.0
0,1,val,32,5.196798324584961,12.5
0,1,val,32,5.258866310119629,3.125
0,1,val,32,5.233406066894531,9.375
0,1,val,32,5.233823776245117,6.25
0,1,val,32,5.24576473236084,3.125
0,1,val,32,5.22419548034668,15.625
0,1,val,32,5.264925003051758,3.125
0,1,val,32,5.273903846740723,3.125
0,1,val,32,5.278129577636719,0.0
0,1,val,32,5.249569416046143,9.375
0,1,val,32,5.244247913360596,9.375
0,1,val,32,5.230247497558594,12.5
0,1,val,32,5.2256669998168945,6.25
0,1,val,32,5.2401838302612305,9.375
0,1,val,32,5.2101149559021,12.5
0,1,val,32,5.255575180053711,3.125
0,1,val,32,5.187055587768555,18.75
0,1,val,32,5.221782207489014,6.25
0,1,val,32,5.250102519989014,6.25
0,1,val,32,5.257485389709473,0.0
0,1,val,32,5.267269134521484,3.125
0,1,val,32,5.245921611785889,9.375
0,1,val,32,5.2403459548950195,6.25
0,1,val,32,5.26029109954834,3.125
0,1,val,32,5.184000492095947,15.625
0,1,val,32,5.244754314422607,12.5
0,1,val,25,5.267980098724365,3.125
0,2,train,32,5.15012264251709,18.75
0,2,train,32,5.13212251663208,21.875
0,2,train,32,5.073933124542236,25.0
0,2,train,32,5.190560817718506,15.625
0,2,train,32,5.166632652282715,25.0
0,2,train,32,5.128124237060547,25.0
0,2,train,32,5.173863887786865,12.5
0,2,train,32,5.148436069488525,21.875
0,2,train,32,5.2041215896606445,18.75
0,2,train,32,5.077764511108398,31.25
0,2,train,32,5.110587120056152,28.125
0,2,train,32,5.180896759033203,15.625
0,2,train,32,5.219454765319824,15.625
0,2,train,32,5.108566761016846,25.0
0,2,train,32,5.177224159240723,15.625
0,2,train,32,5.199043273925781,15.625
0,2,train,32,5.165006637573242,25.0
0,2,train,32,5.139470100402832,25.0
0,2,train,32,5.135326385498047,28.125
0,2,train,32,5.2148847579956055,15.625
0,2,train,32,5.162528038024902,15.625
0,2,train,32,5.165497779846191,18.75
0,2,train,32,5.139094352722168,18.75
0,2,train,32,5.158329010009766,15.625
0,2,train,32,5.1146240234375,28.125
0,2,train,32,5.162438869476318,18.75
0,2,train,32,5.058040142059326,34.375
0,2,train,32,5.193939685821533,12.5
0,2,train,32,5.1723856925964355,18.75
0,2,train,32,5.059221267700195,34.375
0,2,train,32,5.1740264892578125,21.875
0,2,train,32,5.168465614318848,28.125
0,2,train,32,5.204316139221191,12.5
0,2,train,32,5.115330696105957,21.875
0,2,train,32,5.171406269073486,18.75
0,2,train,32,5.166473865509033,18.75
0,2,train,32,5.145657539367676,25.0
0,2,train,32,5.150883674621582,25.0
0,2,train,32,5.086760997772217,31.25
0,2,train,32,5.1471967697143555,18.75
0,2,train,32,5.065177917480469,25.0
0,2,train,32,5.116601943969727,25.0
0,2,train,32,5.191977024078369,9.375
0,2,train,32,5.157317161560059,21.875
0,2,train,32,5.166664123535156,15.625
0,2,train,32,5.096460342407227,28.125
0,2,train,32,5.11795711517334,18.75
0,2,train,32,5.1681132316589355,15.625
0,2,train,32,5.116777420043945,18.75
0,2,train,32,5.071906566619873,34.375
0,2,train,32,5.225042343139648,12.5
0,2,train,32,5.09444522857666,31.25
0,2,train,32,5.141892433166504,25.0
0,2,train,32,5.09630012512207,31.25
0,2,train,32,5.163421630859375,15.625
0,2,train,32,5.1648359298706055,15.625
0,2,train,32,5.13370418548584,18.75
0,2,train,32,5.20851993560791,12.5
0,2,train,32,5.180362224578857,18.75
0,2,train,32,5.174747467041016,12.5
0,2,train,32,5.073413848876953,28.125
0,2,train,32,5.096807479858398,31.25
0,2,train,32,5.204883575439453,12.5
0,2,train,32,5.16047477722168,18.75
0,2,train,32,5.220986366271973,6.25
0,2,train,32,5.154465198516846,18.75
0,2,train,32,5.119369983673096,28.125
0,2,train,32,5.187458515167236,18.75
0,2,train,32,5.145885467529297,18.75
0,2,train,32,5.148797988891602,21.875
0,2,train,32,5.162683486938477,15.625
0,2,train,32,5.126572608947754,21.875
0,2,train,32,5.091337203979492,18.75
0,2,train,32,5.10648250579834,21.875
0,2,train,32,5.107633590698242,21.875
0,2,train,32,5.1677446365356445,21.875
0,2,train,32,5.215786933898926,9.375
0,2,train,32,5.212437629699707,9.375
0,2,train,32,5.1742401123046875,21.875
0,2,train,32,5.15828800201416,15.625
0,2,train,32,5.202874183654785,12.5
0,2,train,32,5.186537742614746,18.75
0,2,train,32,5.194262504577637,15.625
0,2,train,32,5.196852207183838,18.75
0,2,train,32,5.186771392822266,15.625
0,2,train,32,5.091591835021973,31.25
0,2,train,32,5.067176818847656,31.25
0,2,train,32,5.1874284744262695,15.625
0,2,train,32,5.153865814208984,21.875
0,2,train,32,5.136756420135498,31.25
0,2,train,32,5.17341947555542,15.625
0,2,train,32,5.2472405433654785,6.25
0,2,train,32,5.150897979736328,25.0
0,2,train,32,5.189835548400879,18.75
0,2,train,32,5.143185615539551,18.75
0,2,train,32,5.126513957977295,21.875
0,2,train,32,5.063600540161133,34.375
0,2,train,32,5.108978748321533,31.25
0,2,train,32,5.146322727203369,21.875
0,2,train,32,5.068902015686035,31.25
0,2,train,32,5.1813507080078125,18.75
0,2,train,32,5.112282752990723,28.125
0,2,train,32,5.076326370239258,31.25
0,2,train,32,5.17287540435791,12.5
0,2,train,32,5.08066987991333,34.375
0,2,train,32,5.175955295562744,15.625
0,2,train,32,5.112094879150391,28.125
0,2,train,32,5.217951774597168,12.5
0,2,train,32,5.081724166870117,37.5
0,2,train,32,5.1395063400268555,18.75
0,2,train,32,5.096925735473633,28.125
0,2,train,32,5.139597415924072,18.75
0,2,train,32,5.094586372375488,28.125
0,2,train,32,5.1623029708862305,15.625
0,2,train,32,5.103797435760498,37.5
0,2,train,32,5.1671671867370605,15.625
0,2,train,32,5.085082054138184,25.0
0,2,train,32,5.169268608093262,15.625
0,2,train,32,5.139263153076172,18.75
0,2,train,32,5.158421516418457,25.0
0,2,train,32,5.092214584350586,31.25
0,2,train,32,5.134833812713623,25.0
0,2,train,32,5.178114414215088,15.625
0,2,train,32,5.138314723968506,18.75
0,2,train,32,5.104712963104248,21.875
0,2,train,32,4.995029926300049,40.625
0,2,train,32,5.224368095397949,12.5
0,2,train,32,5.096949577331543,25.0
0,2,train,32,5.201719760894775,15.625
0,2,train,32,5.1833696365356445,15.625
0,2,train,32,5.152296543121338,18.75
0,2,train,32,5.098263740539551,25.0
0,2,train,32,5.1607160568237305,25.0
0,2,train,32,5.188294410705566,9.375
0,2,train,32,5.150655269622803,21.875
0,2,train,32,5.158086776733398,21.875
0,2,train,32,5.22836971282959,9.375
0,2,train,32,5.144949436187744,18.75
0,2,train,32,5.178219795227051,15.625
0,2,train,32,5.199254035949707,12.5
0,2,train,32,5.127921104431152,21.875
0,2,train,32,5.132481575012207,18.75
0,2,train,32,5.120478630065918,21.875
0,2,train,32,5.164889335632324,15.625
0,2,train,32,5.188871383666992,18.75
0,2,train,32,5.131110668182373,25.0
0,2,train,32,5.131986618041992,25.0
0,2,train,32,5.166952133178711,18.75
0,2,train,32,5.134641170501709,18.75
0,2,train,32,5.113527297973633,25.0
0,2,train,32,5.184903144836426,18.75
0,2,train,32,5.175352573394775,18.75
0,2,train,32,5.20091438293457,25.0
0,2,train,32,5.112453460693359,21.875
0,2,train,32,5.127068042755127,25.0
0,2,train,32,5.093080520629883,31.25
0,2,train,32,5.170466423034668,21.875
0,2,train,32,5.176651477813721,15.625
0,2,train,32,5.130598545074463,25.0
0,2,train,32,5.209221839904785,6.25
0,2,train,32,5.122437477111816,21.875
0,2,train,32,5.145339488983154,18.75
0,2,train,32,5.031030654907227,43.75
0,2,train,32,5.189585208892822,12.5
0,2,train,32,5.091886043548584,31.25
0,2,train,32,5.190189361572266,18.75
0,2,train,32,5.122607231140137,28.125
0,2,train,32,5.126911640167236,25.0
0,2,train,32,5.188684463500977,9.375
0,2,train,32,5.1724772453308105,15.625
0,2,train,32,5.1101393699646,18.75
0,2,train,32,5.161472320556641,12.5
0,2,train,32,5.130516529083252,25.0
0,2,train,32,5.161067008972168,15.625
0,2,train,32,5.047982215881348,28.125
0,2,train,32,5.075645923614502,31.25
0,2,train,32,5.133066177368164,31.25
0,2,train,32,5.189837455749512,21.875
0,2,train,32,5.186793327331543,9.375
0,2,train,32,5.108447074890137,25.0
0,2,train,32,5.122725009918213,21.875
0,2,train,32,5.161964416503906,18.75
0,2,train,32,5.1802263259887695,12.5
