,epoch,train/eval,batch_size,loss,acc,correct,lr
0,0,val,32,122.1058578491211,,10,
0,0,val,25,99.08031821250916,,3,
0,1,train,32,3.592160701751709,,10,0.001
0,1,train,32,3.789433479309082,,7,0.001
0,1,train,32,3.8360342979431152,,8,0.001
0,1,train,32,3.414910316467285,,7,0.001
0,1,train,32,3.3133068084716797,,11,0.001
0,1,train,32,3.714386463165283,,10,0.001
0,1,train,32,3.6422548294067383,,8,0.001
0,1,train,32,3.5255284309387207,,9,0.001
0,1,train,32,3.8909575939178467,,8,0.001
0,1,train,32,4.157124996185303,,5,0.001
0,1,train,32,4.020296573638916,,4,0.001
0,1,train,32,4.055190563201904,,6,0.001
0,1,train,32,3.5873923301696777,,9,0.001
0,1,train,32,3.5091817378997803,,10,0.001
0,1,train,32,3.626926898956299,,8,0.001
0,1,train,32,3.47550630569458,,8,0.001
0,1,train,32,3.9015860557556152,,7,0.001
0,1,train,32,4.129515171051025,,4,0.001
0,1,train,32,3.6284019947052,,9,0.001
0,1,train,32,4.036832809448242,,7,0.001
0,1,train,32,3.5799388885498047,,7,0.001
0,1,train,32,3.6155450344085693,,12,0.001
0,1,train,32,3.4697604179382324,,7,0.001
0,1,train,32,4.034831523895264,,7,0.001
0,1,train,32,3.8351235389709473,,6,0.001
0,1,train,32,3.7977142333984375,,6,0.001
0,1,train,32,3.475428581237793,,8,0.001
0,1,train,32,3.8888633251190186,,5,0.001
0,1,train,32,3.639770269393921,,8,0.001
0,1,train,32,3.4982454776763916,,8,0.001
0,1,train,32,3.693181037902832,,8,0.001
0,1,train,32,4.430919170379639,,4,0.001
0,1,train,32,3.7198569774627686,,7,0.001
0,1,train,32,4.13861083984375,,5,0.001
0,1,train,32,3.5400283336639404,,9,0.001
0,1,train,32,3.547623872756958,,9,0.001
0,1,train,32,3.277373790740967,,11,0.001
0,1,train,32,3.31585693359375,,12,0.001
0,1,train,32,3.8884265422821045,,5,0.001
0,1,train,32,4.119570732116699,,5,0.001
0,1,train,32,3.8880534172058105,,7,0.001
0,1,train,32,3.8295938968658447,,6,0.001
0,1,train,32,3.307114362716675,,6,0.001
0,1,train,32,3.2997374534606934,,10,0.001
0,1,train,32,4.120997428894043,,6,0.001
0,1,train,32,4.0505781173706055,,8,0.001
0,1,train,32,4.002479076385498,,4,0.001
0,1,train,32,4.123501777648926,,6,0.001
0,1,train,32,3.486485242843628,,12,0.001
0,1,train,32,3.876707077026367,,11,0.001
0,1,train,32,3.7349798679351807,,7,0.001
0,1,train,32,3.7711827754974365,,3,0.001
0,1,train,32,3.8320045471191406,,7,0.001
0,1,train,32,3.4874110221862793,,10,0.001
0,1,train,32,3.0973305702209473,,11,0.001
0,1,train,32,4.166891098022461,,5,0.001
0,1,train,32,4.097044944763184,,5,0.001
0,1,train,32,3.7600300312042236,,7,0.001
0,1,train,32,3.725663661956787,,10,0.001
0,1,train,32,3.5470163822174072,,11,0.001
0,1,train,32,3.736980438232422,,7,0.001
0,1,train,32,4.2639288902282715,,5,0.001
0,1,train,32,4.090784072875977,,7,0.001
0,1,train,32,4.0017571449279785,,6,0.001
0,1,train,32,3.5552828311920166,,6,0.001
0,1,train,32,4.17495059967041,,3,0.001
0,1,train,32,3.207927942276001,,13,0.001
0,1,train,32,3.5763468742370605,,10,0.001
0,1,train,32,4.229898929595947,,6,0.001
0,1,train,32,3.920287609100342,,7,0.001
0,1,train,32,3.760922908782959,,7,0.001
0,1,train,32,3.8718271255493164,,7,0.001
0,1,train,32,3.6954450607299805,,10,0.001
0,1,train,32,3.6479015350341797,,8,0.001
0,1,train,32,3.9122843742370605,,7,0.001
0,1,train,32,3.750596046447754,,9,0.001
0,1,train,32,3.560883045196533,,8,0.001
0,1,train,32,3.854095697402954,,5,0.001
0,1,train,32,4.000566482543945,,7,0.001
0,1,train,32,3.695408582687378,,9,0.001
0,1,train,32,3.8109164237976074,,9,0.001
0,1,train,32,3.5672428607940674,,8,0.001
0,1,train,32,3.7330191135406494,,7,0.001
0,1,train,32,3.7025930881500244,,12,0.001
0,1,train,32,3.820742130279541,,9,0.001
0,1,train,32,3.9707841873168945,,8,0.001
0,1,train,32,4.098170280456543,,8,0.001
0,1,train,32,3.683838129043579,,7,0.001
0,1,train,32,3.970583438873291,,7,0.001
0,1,train,32,3.4282631874084473,,10,0.001
0,1,train,32,3.8161356449127197,,4,0.001
0,1,train,32,3.2961983680725098,,11,0.001
0,1,train,32,3.376094102859497,,10,0.001
0,1,train,32,4.252760887145996,,6,0.001
0,1,train,32,3.6405200958251953,,6,0.001
0,1,train,32,3.7676122188568115,,11,0.001
0,1,train,32,3.5476882457733154,,7,0.001
0,1,train,32,4.367491722106934,,3,0.001
0,1,train,32,3.7595996856689453,,7,0.001
0,1,train,32,4.685829162597656,,3,0.001
0,1,train,32,3.5941784381866455,,8,0.001
0,1,train,32,3.8452014923095703,,7,0.001
0,1,train,32,4.083790302276611,,7,0.001
0,1,train,32,4.186794281005859,,8,0.001
0,1,train,32,3.499086856842041,,11,0.001
0,1,train,32,3.439091920852661,,10,0.001
0,1,train,32,3.931069850921631,,8,0.001
0,1,train,32,3.7097725868225098,,9,0.001
0,1,train,32,4.156964302062988,,6,0.001
0,1,train,32,3.7948200702667236,,7,0.001
0,1,train,32,4.3328375816345215,,7,0.001
0,1,train,32,4.259851455688477,,6,0.001
0,1,train,32,3.591817617416382,,6,0.001
0,1,train,32,4.228152751922607,,7,0.001
0,1,train,32,3.698338508605957,,9,0.001
0,1,train,32,3.8480160236358643,,10,0.001
0,1,train,32,3.549286127090454,,10,0.001
0,1,train,32,3.6360678672790527,,8,0.001
0,1,train,32,3.7491800785064697,,10,0.001
0,1,train,32,4.4959821701049805,,4,0.001
0,1,train,32,3.7950594425201416,,7,0.001
0,1,train,32,4.062199115753174,,3,0.001
0,1,train,32,4.080702304840088,,10,0.001
0,1,train,32,4.076486110687256,,9,0.001
0,1,train,32,3.727071762084961,,8,0.001
0,1,train,32,3.915825605392456,,8,0.001
0,1,train,32,3.947148084640503,,5,0.001
0,1,train,32,3.622918128967285,,10,0.001
0,1,train,32,3.7675790786743164,,8,0.001
0,1,train,32,3.7205729484558105,,11,0.001
0,1,train,32,4.468155384063721,,3,0.001
0,1,train,32,4.058029651641846,,6,0.001
0,1,train,32,4.396633625030518,,3,0.001
0,1,train,32,4.147519111633301,,9,0.001
0,1,train,32,4.119192600250244,,7,0.001
0,1,train,32,3.969658374786377,,7,0.001
0,1,train,32,3.529252529144287,,8,0.001
0,1,train,32,3.987332582473755,,6,0.001
0,1,train,32,4.209584712982178,,8,0.001
0,1,train,32,3.604170322418213,,7,0.001
0,1,train,32,3.7465364933013916,,8,0.001
0,1,train,32,4.135135173797607,,7,0.001
0,1,train,32,4.010142803192139,,5,0.001
0,1,train,32,3.612987756729126,,7,0.001
0,1,train,32,4.265233039855957,,4,0.001
0,1,train,32,4.308341026306152,,7,0.001
0,1,train,32,3.9544429779052734,,6,0.001
0,1,train,32,3.93985915184021,,7,0.001
0,1,train,32,3.8440964221954346,,6,0.001
0,1,train,32,3.962435007095337,,3,0.001
0,1,train,32,3.72219181060791,,7,0.001
0,1,train,32,3.992708683013916,,10,0.001
0,1,train,32,3.9384124279022217,,8,0.001
0,1,train,32,4.343456268310547,,3,0.001
0,1,train,32,3.7842326164245605,,8,0.001
0,1,train,32,4.102888584136963,,7,0.001
0,1,train,32,4.356549263000488,,5,0.001
0,1,train,32,3.2067480087280273,,14,0.001
0,1,train,32,3.7744174003601074,,6,0.001
0,1,train,32,4.096285820007324,,6,0.001
0,1,train,32,3.701507329940796,,9,0.001
0,1,train,32,3.9947478771209717,,8,0.001
0,1,train,32,3.7493600845336914,,5,0.001
0,1,train,32,3.734161853790283,,8,0.001
0,1,train,32,4.380113124847412,,4,0.001
0,1,train,32,5.171420574188232,,2,0.001
0,1,train,32,4.13236665725708,,6,0.001
0,1,train,32,4.185208320617676,,4,0.001
0,1,train,32,4.131911277770996,,5,0.001
0,1,train,32,3.728628158569336,,6,0.001
0,1,train,32,4.300429344177246,,5,0.001
0,1,train,32,4.0603108406066895,,3,0.001
0,1,train,32,3.5673418045043945,,11,0.001
0,1,train,32,4.367183685302734,,4,0.001
0,1,train,32,4.134982585906982,,4,0.001
0,1,train,32,3.8331921100616455,,10,0.001
0,1,train,32,3.9190776348114014,,5,0.001
0,1,train,32,4.037520408630371,,2,0.001
0,1,train,32,4.125370502471924,,2,0.001
0,1,train,32,3.8794217109680176,,6,0.001
0,1,train,32,3.8747284412384033,,6,0.001
0,1,train,32,3.581024169921875,,9,0.001
0,1,train,32,3.941025495529175,,5,0.001
0,1,train,32,3.6139018535614014,,7,0.001
0,1,train,32,3.8629801273345947,,6,0.001
0,1,train,32,3.7991082668304443,,7,0.001
0,1,train,32,3.77143931388855,,8,0.001
0,1,train,32,3.7226736545562744,,7,0.001
0,1,train,32,4.242931842803955,,7,0.001
0,1,train,32,4.17797327041626,,6,0.001
0,1,train,32,3.8539938926696777,,9,0.001
0,1,train,32,3.782949924468994,,8,0.001
0,1,train,32,3.947380542755127,,7,0.001
0,1,train,32,3.567730665206909,,11,0.001
0,1,train,32,4.471336841583252,,6,0.001
0,1,train,32,3.736245632171631,,5,0.001
0,1,train,32,3.6611075401306152,,8,0.001
0,1,train,32,4.015552043914795,,5,0.001
0,1,train,32,3.8148393630981445,,9,0.001
0,1,train,32,4.0589141845703125,,5,0.001
0,1,train,32,3.894348621368408,,3,0.001
0,1,train,32,4.342194080352783,,5,0.001
0,1,train,32,4.14741325378418,,6,0.001
0,1,train,5,4.209918975830078,,1,0.001
0,1,val,32,125.54027557373047,,7,
0,1,val,32,126.30741882324219,,6,
0,1,val,32,138.12289428710938,,5,
0,1,val,32,133.02418518066406,,4,
0,1,val,32,130.41993713378906,,6,
0,1,val,32,123.07052612304688,,8,
0,1,val,32,119.7992935180664,,7,
0,1,val,32,115.9309310913086,,9,
0,1,val,32,99.14046478271484,,11,
0,1,val,32,115.58982849121094,,9,
0,1,val,32,121.6971664428711,,3,
0,1,val,32,125.67124938964844,,7,
0,1,val,32,137.3340606689453,,8,
0,1,val,32,115.13947296142578,,10,
0,1,val,32,140.54592895507812,,2,
0,1,val,32,114.43838500976562,,9,
0,1,val,32,124.83509826660156,,7,
0,1,val,32,119.99866485595703,,10,
0,1,val,32,132.58578491210938,,6,
0,1,val,32,126.51591491699219,,5,
0,1,val,32,118.0461654663086,,8,
0,1,val,32,129.02711486816406,,4,
0,1,val,32,149.3399658203125,,2,
0,1,val,32,114.82124328613281,,9,
0,1,val,32,107.52743530273438,,8,
0,1,val,32,118.00262451171875,,6,
0,1,val,32,138.6365509033203,,3,
0,1,val,32,130.42849731445312,,5,
0,1,val,32,120.5157241821289,,8,
0,1,val,32,137.609130859375,,7,
0,1,val,32,108.40431213378906,,11,
0,1,val,32,120.20286560058594,,9,
0,1,val,32,128.95106506347656,,7,
0,1,val,32,127.02348327636719,,5,
0,1,val,32,131.7788848876953,,3,
0,1,val,32,124.91140747070312,,6,
0,1,val,32,135.447998046875,,5,
0,1,val,32,120.41593933105469,,7,
0,1,val,32,142.52752685546875,,2,
0,1,val,32,141.71897888183594,,5,
0,1,val,32,141.55313110351562,,3,
0,1,val,32,155.10504150390625,,4,
0,1,val,32,129.90248107910156,,4,
0,1,val,32,130.53343200683594,,7,
0,1,val,32,127.73025512695312,,6,
0,1,val,32,123.06026458740234,,6,
0,1,val,32,130.30519104003906,,6,
0,1,val,32,128.83436584472656,,8,
0,1,val,32,123.52596282958984,,8,
0,1,val,32,121.33486938476562,,9,
0,1,val,25,95.74745297431946,,7,
