,epoch,train/eval,batch_size,loss,acc,correct
0,0,train,32,172.19325256347656,0.0,0
0,0,train,32,169.8030242919922,0.0,0
0,0,train,32,168.2709503173828,3.125,1
0,0,train,32,170.28738403320312,0.0,0
0,0,train,32,170.2238311767578,0.0,0
0,0,train,32,170.49172973632812,0.0,0
0,0,train,32,170.47225952148438,0.0,0
0,0,train,32,170.29698181152344,0.0,0
0,0,train,32,169.2249298095703,3.125,1
0,0,train,32,171.4582977294922,0.0,0
0,0,train,32,169.24620056152344,0.0,0
0,0,train,32,167.41188049316406,3.125,1
0,0,train,32,170.2469024658203,0.0,0
0,0,train,32,171.00120544433594,0.0,0
0,0,train,32,169.900390625,3.125,1
0,0,train,32,172.49948120117188,0.0,0
0,0,train,32,170.27029418945312,0.0,0
0,0,train,32,170.17213439941406,0.0,0
0,0,train,32,167.4752960205078,0.0,0
0,0,train,32,171.19244384765625,0.0,0
0,0,train,32,170.5257568359375,0.0,0
0,0,train,32,171.3915557861328,0.0,0
0,0,train,32,170.31427001953125,0.0,0
0,0,train,32,168.80381774902344,0.0,0
0,0,train,32,168.70730590820312,3.125,1
0,0,train,32,172.08836364746094,0.0,0
0,0,train,32,170.96224975585938,0.0,0
0,0,train,32,170.39627075195312,0.0,0
0,0,train,32,167.229248046875,3.125,1
0,0,train,32,166.68844604492188,0.0,0
0,0,train,32,171.07456970214844,3.125,1
0,0,train,32,170.76434326171875,0.0,0
0,0,train,32,169.2379150390625,0.0,0
0,0,train,32,171.83395385742188,0.0,0
0,0,train,32,173.08432006835938,0.0,0
0,0,train,32,168.84271240234375,0.0,0
0,0,train,32,168.8822021484375,0.0,0
0,0,train,32,169.1791229248047,0.0,0
0,0,train,32,170.3680419921875,3.125,1
0,0,train,32,168.7664031982422,0.0,0
0,0,train,32,169.5511016845703,0.0,0
0,0,train,32,168.0956268310547,0.0,0
0,0,train,32,172.4403533935547,0.0,0
0,0,train,32,171.88592529296875,3.125,1
0,0,train,32,169.22694396972656,3.125,1
0,0,train,32,171.53878784179688,0.0,0
0,0,train,32,168.41891479492188,0.0,0
0,0,train,32,167.59683227539062,0.0,0
0,0,train,32,170.74481201171875,0.0,0
0,0,train,32,168.81028747558594,0.0,0
0,0,train,32,171.81195068359375,0.0,0
0,0,train,32,167.47259521484375,3.125,1
0,0,train,32,170.2014923095703,0.0,0
0,0,train,32,168.68002319335938,3.125,1
0,0,train,32,170.1433868408203,3.125,1
0,0,train,32,168.75857543945312,3.125,1
0,0,train,32,170.7788543701172,3.125,1
0,0,train,32,170.1642608642578,3.125,1
0,0,train,32,170.47128295898438,0.0,0
0,0,train,32,170.2108917236328,0.0,0
0,0,train,32,167.09210205078125,0.0,0
0,0,train,32,168.4482879638672,0.0,0
0,0,train,32,167.22543334960938,3.125,1
0,0,train,32,168.00607299804688,3.125,1
0,0,train,32,168.3899688720703,0.0,0
0,0,train,32,169.24827575683594,0.0,0
0,0,train,32,168.07818603515625,3.125,1
0,0,train,32,169.78341674804688,0.0,0
0,0,train,32,169.55775451660156,3.125,1
0,0,train,32,168.15184020996094,3.125,1
0,0,train,32,165.41517639160156,0.0,0
0,0,train,32,169.61155700683594,0.0,0
0,0,train,32,169.9737548828125,0.0,0
0,0,train,32,168.5400390625,3.125,1
0,0,train,32,171.668701171875,0.0,0
0,0,train,32,168.5957489013672,0.0,0
0,0,train,32,167.04702758789062,0.0,0
0,0,train,32,169.53126525878906,0.0,0
0,0,train,32,168.299560546875,0.0,0
0,0,train,32,168.99131774902344,0.0,0
0,0,train,32,169.6912078857422,0.0,0
0,0,train,32,166.79856872558594,3.125,1
0,0,train,32,169.7445831298828,0.0,0
0,0,train,32,168.1781005859375,0.0,0
0,0,train,32,170.8346405029297,0.0,0
0,0,train,32,169.23593139648438,0.0,0
0,0,train,32,168.87924194335938,3.125,1
0,0,train,32,168.59950256347656,0.0,0
0,0,train,32,167.7385711669922,0.0,0
0,0,train,32,168.3482666015625,0.0,0
0,0,train,32,168.703125,6.25,2
0,0,train,32,169.23936462402344,0.0,0
0,0,train,32,167.9453887939453,0.0,0
0,0,train,32,167.0337677001953,3.125,1
0,0,train,32,166.3639373779297,3.125,1
0,0,train,32,167.27415466308594,3.125,1
0,0,train,32,170.2956085205078,0.0,0
0,0,train,32,169.66001892089844,0.0,0
0,0,train,32,165.94973754882812,0.0,0
0,0,train,32,166.93287658691406,3.125,1
0,0,train,32,169.57656860351562,0.0,0
0,0,train,32,169.8573760986328,0.0,0
0,0,train,32,169.3185577392578,3.125,1
0,0,train,32,167.01805114746094,0.0,0
0,0,train,32,169.44375610351562,0.0,0
0,0,train,32,167.68392944335938,0.0,0
0,0,train,32,169.51976013183594,0.0,0
0,0,train,32,168.92726135253906,3.125,1
0,0,train,32,166.51736450195312,9.375,3
0,0,train,32,170.30567932128906,0.0,0
0,0,train,32,168.9332733154297,0.0,0
0,0,train,32,164.2554931640625,0.0,0
0,0,train,32,164.64402770996094,0.0,0
0,0,train,32,169.75460815429688,0.0,0
0,0,train,32,166.40760803222656,3.125,1
0,0,train,32,169.86326599121094,0.0,0
0,0,train,32,168.03277587890625,0.0,0
0,0,train,32,168.0013885498047,0.0,0
0,0,train,32,167.5643310546875,0.0,0
0,0,train,32,167.91795349121094,0.0,0
0,0,train,32,168.55752563476562,3.125,1
0,0,train,32,167.36553955078125,0.0,0
0,0,train,32,165.59146118164062,0.0,0
0,0,train,32,169.3670654296875,0.0,0
0,0,train,32,168.2481689453125,0.0,0
0,0,train,32,167.58526611328125,6.25,2
0,0,train,32,168.3639373779297,0.0,0
0,0,train,32,168.05897521972656,0.0,0
0,0,train,32,169.04600524902344,0.0,0
0,0,train,32,167.9442138671875,0.0,0
0,0,train,32,166.80422973632812,0.0,0
0,0,train,32,170.35487365722656,3.125,1
0,0,train,32,166.91819763183594,3.125,1
0,0,train,32,168.45835876464844,0.0,0
0,0,train,32,167.99949645996094,3.125,1
0,0,train,32,166.68980407714844,3.125,1
0,0,train,32,166.3504638671875,0.0,0
0,0,train,32,165.82342529296875,6.25,2
0,0,train,32,166.5929718017578,0.0,0
0,0,train,32,169.0580291748047,0.0,0
0,0,train,32,169.1717987060547,0.0,0
0,0,train,32,162.16354370117188,9.375,3
0,0,train,32,165.07847595214844,6.25,2
0,0,train,32,166.6111297607422,9.375,3
0,0,train,32,169.89089965820312,0.0,0
0,0,train,32,168.76275634765625,0.0,0
0,0,train,32,165.59750366210938,0.0,0
0,0,train,32,168.74795532226562,0.0,0
0,0,train,32,166.73841857910156,0.0,0
0,0,train,32,167.47109985351562,6.25,2
0,0,train,32,166.10995483398438,3.125,1
0,0,train,32,167.53175354003906,3.125,1
0,0,train,32,168.250244140625,0.0,0
0,0,train,32,168.75843811035156,0.0,0
0,0,train,32,168.23626708984375,0.0,0
0,0,train,32,166.6910858154297,0.0,0
0,0,train,32,168.5658416748047,0.0,0
0,0,train,32,166.52760314941406,6.25,2
0,0,train,32,170.4964599609375,0.0,0
0,0,train,32,168.9582061767578,0.0,0
0,0,train,32,168.02903747558594,0.0,0
0,0,train,32,164.79183959960938,0.0,0
0,0,train,32,165.94757080078125,3.125,1
0,0,train,32,164.96701049804688,0.0,0
0,0,train,32,164.4992218017578,9.375,3
0,0,train,32,164.17828369140625,3.125,1
0,0,train,32,166.7844696044922,3.125,1
0,0,train,32,168.96630859375,3.125,1
0,0,train,32,165.9553985595703,0.0,0
0,0,train,32,166.2461395263672,0.0,0
0,0,train,32,165.11929321289062,3.125,1
0,0,train,32,166.6630096435547,0.0,0
0,0,train,32,166.00401306152344,3.125,1
0,0,train,32,170.6597442626953,0.0,0
0,0,train,32,165.0630340576172,3.125,1
0,0,train,32,166.64634704589844,3.125,1
0,0,train,32,166.53834533691406,3.125,1
0,0,train,32,165.8773193359375,0.0,0
0,0,train,32,168.40452575683594,0.0,0
0,0,train,32,167.78378295898438,0.0,0
0,0,train,32,166.69003295898438,0.0,0
0,0,train,32,168.5867462158203,0.0,0
0,0,train,32,165.7585906982422,0.0,0
0,0,train,32,168.7365264892578,0.0,0
0,0,train,32,165.9044647216797,3.125,1
0,0,train,32,168.14044189453125,0.0,0
0,0,train,32,165.93740844726562,6.25,2
0,0,train,32,165.88778686523438,9.375,3
0,0,train,32,167.27342224121094,3.125,1
0,0,train,32,166.06527709960938,3.125,1
0,0,train,32,165.7366180419922,6.25,2
0,0,train,32,166.1216583251953,0.0,0
0,0,train,32,165.9884033203125,0.0,0
0,0,train,32,167.6883544921875,0.0,0
0,0,train,32,168.2331085205078,0.0,0
0,0,train,32,166.4343719482422,3.125,1
0,0,train,32,164.88877868652344,3.125,1
0,0,train,32,164.59886169433594,0.0,0
0,0,train,32,164.25001525878906,9.375,3
0,0,train,32,166.3135986328125,0.0,0
0,0,train,32,167.7687530517578,6.25,2
0,0,train,32,165.35903930664062,0.0,0
0,0,train,32,168.20950317382812,0.0,0
0,0,train,5,25.694196224212646,0.0,0
0,0,val,32,166.1641082763672,0.0,0
0,0,val,32,168.47544860839844,0.0,0
0,0,val,32,164.503173828125,3.125,1
0,0,val,32,165.1241912841797,0.0,0
0,0,val,32,163.82156372070312,3.125,1
0,0,val,32,166.36610412597656,0.0,0
0,0,val,32,167.11312866210938,9.375,3
0,0,val,32,162.9008331298828,3.125,1
0,0,val,32,163.67079162597656,6.25,2
0,0,val,32,165.70443725585938,3.125,1
0,0,val,32,166.52444458007812,3.125,1
0,0,val,32,166.18359375,0.0,0
0,0,val,32,166.79074096679688,0.0,0
0,0,val,32,161.7690887451172,0.0,0
0,0,val,32,163.72999572753906,6.25,2
0,0,val,32,164.89801025390625,0.0,0
0,0,val,32,162.57119750976562,3.125,1
0,0,val,32,164.30894470214844,3.125,1
0,0,val,32,166.29196166992188,0.0,0
0,0,val,32,165.78036499023438,3.125,1
0,0,val,32,167.42356872558594,6.25,2
0,0,val,32,165.361572265625,6.25,2
0,0,val,32,167.96864318847656,3.125,1
0,0,val,32,165.4512176513672,0.0,0
0,0,val,32,164.02027893066406,3.125,1
0,0,val,32,168.06625366210938,0.0,0
0,0,val,32,166.41973876953125,9.375,3
0,0,val,32,163.54119873046875,9.375,3
0,0,val,32,166.4699249267578,0.0,0
0,0,val,32,164.11363220214844,0.0,0
0,0,val,32,165.0748291015625,3.125,1
0,0,val,32,167.462158203125,3.125,1
0,0,val,32,165.42987060546875,3.125,1
0,0,val,32,162.49411010742188,12.5,4
0,0,val,32,165.3200225830078,0.0,0
0,0,val,32,164.4647674560547,0.0,0
0,0,val,32,164.87435913085938,3.125,1
0,0,val,32,164.65635681152344,3.125,1
0,0,val,32,167.04776000976562,3.125,1
0,0,val,32,166.47683715820312,6.25,2
0,0,val,32,164.95339965820312,9.375,3
0,0,val,32,164.2640838623047,0.0,0
0,0,val,32,164.888427734375,0.0,0
0,0,val,32,163.09695434570312,9.375,3
0,0,val,32,164.4635009765625,3.125,1
0,0,val,32,166.99415588378906,3.125,1
0,0,val,32,164.71359252929688,3.125,1
0,0,val,32,165.42440795898438,0.0,0
0,0,val,32,164.42263793945312,3.125,1
0,0,val,32,166.99945068359375,3.125,1
0,0,val,25,130.73506355285645,0.0,0
0,1,train,32,165.73809814453125,0.0,0
0,1,train,32,163.01870727539062,0.0,0
0,1,train,32,164.58285522460938,3.125,1
0,1,train,32,162.04617309570312,3.125,1
0,1,train,32,158.6695556640625,9.375,3
0,1,train,32,162.50033569335938,3.125,1
0,1,train,32,159.80337524414062,3.125,1
0,1,train,32,161.2566680908203,6.25,2
0,1,train,32,163.4344024658203,3.125,1
0,1,train,32,160.96389770507812,3.125,1
0,1,train,32,162.09349060058594,9.375,3
0,1,train,32,159.65362548828125,6.25,2
0,1,train,32,166.0874481201172,3.125,1
0,1,train,32,163.31918334960938,3.125,1
0,1,train,32,163.747802734375,3.125,1
0,1,train,32,160.84356689453125,9.375,3
0,1,train,32,163.97303771972656,0.0,0
0,1,train,32,159.55853271484375,3.125,1
0,1,train,32,160.73043823242188,12.5,4
0,1,train,32,161.8207244873047,3.125,1
0,1,train,32,158.45623779296875,6.25,2
0,1,train,32,161.23025512695312,9.375,3
0,1,train,32,161.5244140625,3.125,1
0,1,train,32,159.72430419921875,3.125,1
0,1,train,32,160.5489044189453,6.25,2
0,1,train,32,160.89801025390625,6.25,2
