,epoch,train/eval,batch_size,loss,acc,correct
0,0,train,32,167.1783905029297,0.0,0
0,0,train,32,169.57814025878906,0.0,0
0,0,train,32,169.1647186279297,0.0,0
0,0,train,32,170.3440704345703,0.0,0
0,0,train,32,174.1798095703125,0.0,0
0,0,train,32,169.21910095214844,0.0,0
0,0,train,32,171.06089782714844,0.0,0
0,0,train,32,171.7843017578125,0.0,0
0,0,train,32,172.21084594726562,0.0,0
0,0,train,32,176.96438598632812,0.0,0
0,0,train,32,177.32012939453125,0.0,0
0,0,train,32,171.94834899902344,0.0,0
0,0,train,32,173.41336059570312,0.0,0
0,0,train,32,174.58563232421875,3.125,1
0,0,train,32,169.73146057128906,0.0,0
0,0,train,32,173.09030151367188,0.0,0
0,0,train,32,176.2858123779297,0.0,0
0,0,train,32,165.18905639648438,3.125,1
0,0,train,32,177.5816192626953,0.0,0
0,0,train,32,181.92124938964844,0.0,0
0,0,train,32,176.55615234375,3.125,1
0,0,train,32,172.5026092529297,0.0,0
0,0,train,32,180.2574005126953,3.125,1
0,0,train,32,165.77320861816406,9.375,3
0,0,train,32,174.42837524414062,3.125,1
0,0,train,32,170.0932159423828,6.25,2
0,0,train,32,176.61093139648438,0.0,0
0,0,train,32,163.91372680664062,3.125,1
0,0,train,32,170.765380859375,6.25,2
0,0,train,32,165.2257080078125,9.375,3
0,0,train,32,169.70846557617188,3.125,1
0,0,train,32,168.84002685546875,3.125,1
0,0,train,32,165.48277282714844,9.375,3
0,0,train,32,169.92279052734375,6.25,2
0,0,train,32,170.7541961669922,0.0,0
0,0,train,32,170.32296752929688,3.125,1
0,0,train,32,168.00259399414062,0.0,0
0,0,train,32,169.9712371826172,3.125,1
0,0,train,32,171.29591369628906,0.0,0
0,0,train,32,164.88455200195312,0.0,0
0,0,train,32,160.5633544921875,3.125,1
0,0,train,32,175.28330993652344,3.125,1
0,0,train,32,168.51290893554688,3.125,1
0,0,train,32,166.4272003173828,3.125,1
0,0,train,32,160.27108764648438,12.5,4
0,0,train,32,164.241943359375,3.125,1
0,0,train,32,171.23434448242188,0.0,0
0,0,train,32,168.00852966308594,0.0,0
0,0,train,32,163.15162658691406,6.25,2
0,0,train,32,164.1060028076172,6.25,2
0,0,train,32,166.7635955810547,3.125,1
0,0,train,32,167.00845336914062,3.125,1
0,0,train,32,161.4600372314453,3.125,1
0,0,train,32,158.98886108398438,6.25,2
0,0,train,32,159.6507568359375,6.25,2
0,0,train,32,167.02008056640625,3.125,1
0,0,train,32,159.59945678710938,9.375,3
0,0,train,32,165.30361938476562,6.25,2
0,0,train,32,163.37054443359375,9.375,3
0,0,train,32,160.87567138671875,3.125,1
0,0,train,32,165.45628356933594,3.125,1
0,0,train,32,169.7232208251953,3.125,1
0,0,train,32,158.78460693359375,6.25,2
0,0,train,32,161.1972198486328,6.25,2
0,0,train,32,159.48741149902344,0.0,0
0,0,train,32,157.2322540283203,12.5,4
0,0,train,32,159.2177276611328,3.125,1
0,0,train,32,163.5799560546875,3.125,1
0,0,train,32,159.39532470703125,0.0,0
0,0,train,32,164.95608520507812,6.25,2
0,0,train,32,165.73670959472656,6.25,2
0,0,train,32,163.77377319335938,0.0,0
0,0,train,32,163.65118408203125,3.125,1
0,0,train,32,162.18478393554688,0.0,0
0,0,train,32,162.4257354736328,3.125,1
0,0,train,32,157.35968017578125,6.25,2
0,0,train,32,159.20169067382812,6.25,2
0,0,train,32,160.90570068359375,6.25,2
0,0,train,32,160.6171112060547,9.375,3
0,0,train,32,154.62554931640625,12.5,4
0,0,train,32,157.564697265625,6.25,2
0,0,train,32,154.21408081054688,12.5,4
0,0,train,32,149.40672302246094,6.25,2
0,0,train,32,153.62057495117188,6.25,2
0,0,train,32,158.6865997314453,3.125,1
0,0,train,32,161.94764709472656,3.125,1
0,0,train,32,156.5830841064453,6.25,2
0,0,train,32,152.2679901123047,12.5,4
0,0,train,32,159.01187133789062,9.375,3
0,0,train,32,151.29530334472656,6.25,2
0,0,train,32,154.55569458007812,0.0,0
0,0,train,32,161.40643310546875,3.125,1
0,0,train,32,150.8721923828125,15.625,5
0,0,train,32,160.5787811279297,3.125,1
0,0,train,32,155.62991333007812,12.5,4
0,0,train,32,156.46240234375,9.375,3
0,0,train,32,152.85475158691406,12.5,4
0,0,train,32,154.00982666015625,6.25,2
0,0,train,32,156.76962280273438,3.125,1
0,0,train,32,154.29664611816406,9.375,3
0,0,train,32,158.9308624267578,6.25,2
0,0,train,32,151.54798889160156,6.25,2
0,0,train,32,149.4204864501953,9.375,3
0,0,train,32,157.12765502929688,3.125,1
0,0,train,32,148.64495849609375,12.5,4
0,0,train,32,153.3858642578125,3.125,1
0,0,train,32,150.44532775878906,9.375,3
0,0,train,32,159.85874938964844,0.0,0
0,0,train,32,155.5362091064453,6.25,2
0,0,train,32,153.78761291503906,6.25,2
0,0,train,32,154.06396484375,9.375,3
